VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2015-08-10 14:08:03,2015-08-11 13:58:31,1,2.19,-73.9955825805664,40.74428176879882,1,N,-74.00936889648438,40.715328216552734,1,9.5,0.0,0.5,1.54,0.0,0.3,11.84
2,2015-08-22 23:11:03,2015-08-22 23:16:56,1,0.51,-74.00635528564453,40.7334213256836,1,N,-74.0059814453125,40.73995590209961,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8
1,2015-08-07 23:14:24,2015-08-07 23:31:24,1,2.9,-73.98701477050781,40.7588119506836,1,N,-73.95426177978516,40.78067779541016,1,13.5,0.5,0.5,2.96,0.0,0.3,17.76
2,2015-08-26 16:07:49,2015-08-26 16:16:00,1,1.0,-73.9911117553711,40.72775650024414,1,N,-73.99695587158203,40.73704147338867,2,7.0,1.0,0.5,0.0,0.0,0.3,8.8
2,2015-08-20 18:31:37,2015-08-20 18:45:12,5,1.06,-73.98260498046875,40.76268005371094,1,N,-73.96887969970702,40.76483154296875,2,9.5,1.0,0.5,0.0,0.0,0.3,11.3
1,2015-08-21 13:23:59,2015-08-21 13:28:22,1,0.3,-73.98731231689453,40.76536178588867,1,N,-73.99069213867188,40.76116943359375,1,4.5,0.0,0.5,1.05,0.0,0.3,6.35
1,2015-08-28 11:53:49,2015-08-28 12:22:38,1,3.2,-73.96484375,40.759857177734375,1,N,-74.00416564941406,40.7432861328125,1,18.5,0.0,0.5,1.0,0.0,0.3,20.3
1,2015-08-24 12:41:38,2015-08-24 12:46:17,1,1.3,-73.96891021728516,40.75030899047852,1,N,-73.95597076416014,40.76569366455078,1,6.0,0.0,0.5,1.0,0.0,0.3,7.8
2,2015-08-08 09:43:39,2015-08-08 09:50:55,6,1.69,-74.0052719116211,40.74059295654297,1,N,-73.98806762695312,40.75077819824219,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
1,2015-08-11 11:31:16,2015-08-11 11:40:14,1,1.3,-73.97838592529298,40.7568588256836,1,N,-73.9913558959961,40.73909378051758,1,7.5,0.0,0.5,1.7,0.0,0.3,10.0
2,2015-08-06 07:13:32,2015-08-06 07:25:14,2,2.32,-73.99956512451173,40.76150131225586,1,N,-73.9695053100586,40.76129150390625,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56
2,2015-08-08 12:06:47,2015-08-08 12:15:38,1,1.65,-73.97018432617188,40.76830673217773,1,N,-73.9854736328125,40.74750518798828,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
2,2015-08-05 22:09:44,2015-08-05 22:18:00,1,2.02,-73.96286010742188,40.76820373535156,1,N,-73.9803237915039,40.7837028503418,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76
2,2015-08-26 18:24:18,2015-08-26 18:39:58,1,3.04,-73.9847412109375,40.72829055786133,1,N,-73.95931243896483,40.76670837402344,1,13.0,1.0,0.5,3.0,0.0,0.3,17.8
2,2015-08-02 19:38:00,2015-08-02 19:43:09,1,1.42,-73.97539520263672,40.75114822387695,1,N,-73.96102905273438,40.760791778564446,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
2,2015-08-30 03:56:42,2015-08-30 04:06:55,1,2.4,-73.99500274658203,40.75511932373047,1,N,-73.99304962158203,40.72956085205078,1,10.0,0.5,0.5,1.0,0.0,0.3,12.3
1,2015-08-20 22:12:58,2015-08-20 22:21:10,1,2.1,-73.97312927246092,40.76383972167969,1,N,-73.97554779052734,40.78205871582031,1,9.0,0.5,0.5,3.0,0.0,0.3,13.3
1,2015-08-05 01:55:07,2015-08-05 02:06:55,1,3.7,-73.98036193847656,40.76261138916016,1,N,-73.9826431274414,40.72312545776367,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3
1,2015-08-22 15:19:55,2015-08-22 15:37:33,1,2.6,-73.97711181640625,40.7513427734375,1,N,-73.99427032470702,40.7198371887207,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16
1,2015-08-02 13:33:42,2015-08-02 13:41:43,2,1.6,-73.97770690917967,40.78874206542969,1,N,-73.95916748046875,40.799213409423835,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
2,2015-08-12 14:44:18,2015-08-12 15:01:05,1,1.57,-73.96193695068358,40.77391815185546,1,N,-73.97824859619139,40.757911682128906,1,11.5,0.0,0.5,0.0,0.0,0.3,12.3
1,2015-08-08 15:33:31,2015-08-08 16:03:44,3,8.0,-73.9932861328125,40.74734115600586,1,N,-73.94284057617188,40.805789947509766,1,28.0,0.0,0.5,5.75,0.0,0.3,34.55
1,2015-08-08 14:45:35,2015-08-08 14:48:04,1,0.5,-73.99668121337889,40.74441909790039,1,N,-73.9997787475586,40.738475799560554,1,4.0,0.0,0.5,0.96,0.0,0.3,5.76
2,2015-08-27 11:49:24,2015-08-27 12:06:24,6,6.94,-74.01577758789062,40.71144485473633,1,N,-73.9600830078125,40.76029586791992,2,22.0,0.0,0.5,0.0,0.0,0.3,22.8
2,2015-08-09 16:41:56,2015-08-09 16:50:11,1,2.44,-73.96784210205078,40.75547790527344,1,N,-73.98599243164062,40.72652053833008,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
2,2015-08-13 11:39:49,2015-08-13 11:49:13,1,1.44,-73.9933090209961,40.73096084594727,1,N,-74.00784301757811,40.72476959228516,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
1,2015-08-18 07:11:42,2015-08-18 07:21:37,1,1.7,-74.00021362304686,40.74277114868164,1,N,-73.97919464111328,40.752979278564446,1,9.0,0.0,0.5,1.0,0.0,0.3,10.8
2,2015-08-30 03:09:31,2015-08-30 03:18:46,1,2.41,-73.96319580078125,40.71114349365234,1,N,-73.98365020751953,40.72589111328125,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
2,2015-08-26 11:59:14,2015-08-26 12:10:27,1,2.09,-73.96820831298828,40.76242065429688,1,N,-73.94558715820312,40.777530670166016,1,10.0,0.0,0.5,2.2,0.0,0.3,13.0
1,2015-08-01 10:07:20,2015-08-01 10:20:01,1,1.3,-73.98554229736328,40.74375915527344,1,N,-73.99452209472656,40.751850128173835,1,9.0,0.0,0.5,1.0,0.0,0.3,10.8
2,2015-08-23 08:01:29,2015-08-23 08:04:35,1,0.86,-73.973388671875,40.74813079833984,1,N,-73.9769058227539,40.73909378051758,1,5.0,0.0,0.5,0.0,0.0,0.3,5.8
1,2015-08-04 22:36:23,2015-08-04 22:47:58,1,3.0,-73.94829559326173,40.77459335327149,1,N,-73.97955322265625,40.74703979492188,1,12.0,0.5,0.5,0.0,0.0,0.3,13.3
2,2015-08-08 01:11:50,2015-08-08 01:20:09,1,0.56,-73.99212646484375,40.759101867675774,1,N,-73.98116302490233,40.7535514831543,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
1,2015-08-20 23:58:45,2015-08-21 00:20:54,3,2.5,-73.97977447509764,40.73517990112305,1,N,-73.99375915527344,40.75877380371094,1,15.0,0.5,0.5,1.0,0.0,0.3,17.3
1,2015-08-19 17:24:34,2015-08-19 17:38:36,1,1.1,-73.97224426269531,40.755474090576165,1,N,-73.96751403808595,40.76850509643555,1,10.0,1.0,0.5,2.0,0.0,0.3,13.8
1,2015-08-07 16:36:37,2015-08-07 16:40:26,3,0.7,-73.94971466064453,40.77300643920898,1,N,-73.9550552368164,40.77917098999024,2,5.0,1.0,0.5,0.0,0.0,0.3,6.8
1,2015-08-01 09:25:09,2015-08-01 10:02:56,1,5.4,-73.94747161865233,40.77960586547852,1,N,-73.99176025390625,40.748977661132805,1,25.0,0.0,0.5,5.15,0.0,0.3,30.95
2,2015-08-29 13:04:59,2015-08-29 13:23:28,1,3.74,-73.99964141845702,40.72528839111328,1,N,-73.9967269897461,40.68344879150391,1,15.0,0.0,0.5,3.16,0.0,0.3,18.96
1,2015-08-04 22:39:43,2015-08-04 22:55:30,1,4.5,-74.01331329345702,40.714805603027344,1,N,-73.98631286621094,40.76813507080078,1,16.5,0.5,0.5,3.55,0.0,0.3,21.35
2,2015-08-02 01:48:02,2015-08-02 01:58:27,1,3.93,-73.97288513183594,40.76105880737305,1,N,-73.94419860839844,40.80945587158203,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8
1,2015-08-26 12:19:53,2015-08-26 12:34:04,1,1.4,-73.95371246337889,40.78475189208984,1,N,-73.96147918701173,40.76866912841797,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
2,2015-08-14 00:16:39,2015-08-14 00:23:13,1,1.16,-73.98458099365233,40.73701858520508,1,N,-73.99352264404298,40.721771240234375,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
1,2015-08-06 19:24:39,2015-08-06 19:58:17,1,6.7,-73.97583770751953,40.748634338378906,1,N,-73.99939727783203,40.6860237121582,1,25.0,1.0,0.5,4.0,0.0,0.3,30.8
1,2015-08-28 18:10:14,2015-08-28 18:20:39,1,0.8,-73.97061920166014,40.76207733154297,1,N,-73.98037719726561,40.76527404785156,1,8.0,1.0,0.5,1.95,0.0,0.3,11.75
1,2015-08-02 20:58:52,2015-08-02 21:21:06,2,8.1,-73.95685577392578,40.77082824707031,1,N,-73.9864501953125,40.68992233276367,1,25.0,0.5,0.5,3.3,0.0,0.3,29.6
2,2015-08-21 00:15:33,2015-08-21 00:21:29,1,1.19,-74.00027465820312,40.72716522216797,1,N,-73.99038696289062,40.73285675048828,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36
2,2015-08-12 18:15:32,2015-08-12 18:29:10,1,2.23,-73.95645904541014,40.78126907348633,1,N,-73.95517730712889,40.76927947998047,2,10.5,1.0,0.5,0.0,0.0,0.3,12.3
2,2015-08-09 11:08:32,2015-08-09 11:10:18,1,0.68,-73.99931335449217,40.73409652709961,1,N,-73.99292755126953,40.7425651550293,1,4.0,0.0,0.5,0.96,0.0,0.3,5.76
1,2015-08-16 11:24:02,2015-08-16 11:32:21,1,1.7,-73.97193145751953,40.79704666137695,1,N,-73.95461273193358,40.78396987915039,1,8.0,0.0,0.5,1.75,0.0,0.3,10.55
1,2015-08-24 09:00:12,2015-08-24 09:05:42,1,0.8,0.0,0.0,1,N,0.0,0.0,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
1,2015-08-21 07:01:08,2015-08-21 07:07:25,2,1.1,-73.99507904052734,40.76033401489258,1,N,-73.9784164428711,40.757617950439446,1,6.0,0.0,0.5,1.0,0.0,0.3,7.8
1,2015-08-09 18:36:03,2015-08-09 18:56:35,2,8.3,-73.87071990966798,40.77365112304688,1,N,-73.97364044189453,40.75094985961913,1,24.0,0.0,0.5,6.05,5.54,0.3,36.39
2,2015-08-14 11:48:09,2015-08-14 11:59:08,6,2.04,-73.97107696533203,40.74934768676758,1,N,-73.9510498046875,40.770538330078125,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3
2,2015-08-12 23:22:56,2015-08-12 23:46:52,1,9.7,-73.8633270263672,40.77003860473633,1,N,-73.96125030517578,40.68871688842773,1,30.5,0.5,0.5,6.36,0.0,0.3,38.16
2,2015-08-19 17:21:57,2015-08-19 17:23:58,6,0.42,-73.96883392333984,40.76064682006836,1,N,-73.96434020996092,40.76441192626953,1,3.5,1.0,0.5,1.06,0.0,0.3,6.36
1,2015-08-29 11:55:16,2015-08-29 12:03:21,1,1.2,-74.01420593261719,40.70830535888672,1,N,-74.00157928466798,40.722362518310554,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95
2,2015-08-21 15:30:05,2015-08-21 15:41:12,6,3.59,-74.00409698486328,40.70771026611328,1,N,-73.98200988769531,40.73223114013672,1,13.0,0.0,0.5,2.0,0.0,0.3,15.8
2,2015-08-02 01:57:28,2015-08-02 02:00:28,2,1.02,-73.95755004882812,40.769775390625,1,N,-73.96797943115233,40.75878143310546,1,5.0,0.5,0.5,1.0,0.0,0.3,7.3
1,2015-08-24 00:22:30,2015-08-24 00:37:51,1,4.2,-73.99114990234375,40.7496223449707,1,N,-73.95220947265625,40.78630065917969,1,14.5,0.5,0.5,3.95,0.0,0.3,19.75
1,2015-08-10 18:51:05,2015-08-10 19:37:27,2,21.4,-73.79037475585938,40.64373779296875,2,N,-74.01054382324217,40.717655181884766,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
1,2015-08-28 19:48:01,2015-08-28 19:56:23,1,1.5,-73.97826385498048,40.754207611083984,1,N,-73.98224639892578,40.73990631103516,1,7.5,1.0,0.5,1.85,0.0,0.3,11.15
1,2015-08-02 11:47:30,2015-08-02 12:10:56,1,4.2,-73.99441528320312,40.750537872314446,1,N,-73.94776916503906,40.784564971923835,1,18.0,0.0,0.5,2.0,0.0,0.3,20.8
2,2015-08-31 07:30:28,2015-08-31 07:50:26,2,1.66,-73.9941177368164,40.751140594482415,1,N,-73.9763412475586,40.76408004760742,1,13.5,0.0,0.5,1.0,0.0,0.3,15.3
1,2015-08-25 19:13:18,2015-08-25 19:25:24,1,1.3,-74.00250244140625,40.73421096801758,1,N,-73.98199462890625,40.72813415527344,1,9.0,1.0,0.5,2.15,0.0,0.3,12.95
2,2015-08-09 15:56:56,2015-08-09 16:13:56,5,1.39,-73.98104858398438,40.77470397949219,1,N,0.0,0.0,1,8.5,0.0,0.5,0.0,0.0,0.3,9.3
2,2015-08-30 00:11:45,2015-08-30 00:28:38,1,4.02,-74.00968933105469,40.72410202026367,1,N,-73.98249053955078,40.76347351074219,1,15.0,0.5,0.5,3.26,0.0,0.3,19.56
2,2015-08-28 11:26:00,2015-08-28 12:04:39,5,17.99,-73.78195953369139,40.64459991455078,2,N,-73.97125244140625,40.7649803161621,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
2,2015-08-04 11:19:27,2015-08-04 11:39:50,5,0.96,-73.97439575195312,40.755905151367195,1,N,-73.98068237304686,40.763378143310554,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3
2,2015-08-07 10:06:16,2015-08-07 10:26:50,1,2.04,-73.99279022216798,40.730293273925774,1,N,-73.99137878417967,40.75024032592773,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16
2,2015-08-06 02:52:22,2015-08-06 03:03:47,1,4.17,-74.00911712646483,40.7109489440918,1,N,-73.9806900024414,40.76398086547852,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8
1,2015-08-12 18:00:17,2015-08-12 18:20:49,1,2.5,-74.00711059570312,40.7288475036621,1,N,-73.98743438720702,40.76018524169922,2,14.5,1.0,0.5,0.0,0.0,0.3,16.3
2,2015-08-21 14:54:25,2015-08-21 15:16:47,2,4.1,-73.89997863769531,40.75412368774414,1,N,-73.886962890625,40.7358512878418,2,18.0,0.0,0.5,0.0,0.0,0.3,18.8
1,2015-08-09 14:39:28,2015-08-09 14:52:56,1,2.0,-73.98334503173827,40.73004531860352,1,N,-74.00507354736328,40.72495269775391,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56
2,2015-08-23 18:27:08,2015-08-23 18:39:17,1,2.38,-73.98799896240233,40.72378921508789,1,N,-73.9763412475586,40.752689361572266,1,11.0,0.0,0.5,2.95,0.0,0.3,14.75
2,2015-08-20 13:31:17,2015-08-20 13:55:29,3,9.36,-73.98878479003906,40.744850158691406,1,N,-73.87216186523438,40.774311065673835,1,29.5,0.0,0.5,7.17,5.54,0.3,43.01
2,2015-08-17 18:49:58,2015-08-17 19:08:45,6,4.87,-74.00760650634764,40.7054557800293,1,N,-73.99188232421875,40.75352478027344,2,17.5,1.0,0.5,0.0,0.0,0.3,19.3
2,2015-08-21 14:24:43,2015-08-21 14:46:49,1,2.24,-73.98336029052734,40.76678085327149,1,N,-73.99490356445312,40.740028381347656,1,14.5,0.0,0.5,0.0,0.0,0.3,15.3
1,2015-08-17 08:09:41,2015-08-17 08:21:41,1,1.1,-73.96026611328125,40.75816345214844,1,N,-73.97624206542967,40.75555419921875,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
1,2015-08-11 07:25:18,2015-08-11 08:16:15,1,6.6,-73.95258331298828,40.76656723022461,1,N,-74.00410461425781,40.70742034912109,2,28.0,0.0,0.5,0.0,0.0,0.3,28.8
2,2015-08-24 09:50:56,2015-08-24 09:55:36,1,0.7,-74.00045013427734,40.731491088867195,1,N,-73.99237823486328,40.725051879882805,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
2,2015-08-15 00:57:00,2015-08-15 01:12:53,1,1.06,-73.99030303955078,40.75676727294922,1,N,-73.97306823730467,40.7522850036621,1,11.0,0.5,0.5,3.69,0.0,0.3,15.99
1,2015-08-02 14:37:04,2015-08-02 14:52:47,2,5.5,-73.9898681640625,40.75675964355469,1,N,-73.9615478515625,40.81314849853516,2,19.0,0.0,0.5,0.0,0.0,0.3,19.8
2,2015-08-03 10:20:17,2015-08-03 10:56:58,1,9.32,-73.86267852783203,40.76895523071289,1,N,-73.98565673828125,40.744178771972656,1,31.5,0.0,0.5,7.57,5.54,0.3,45.41
2,2015-08-03 18:08:59,2015-08-03 18:24:45,1,3.71,-73.99707794189453,40.7624397277832,1,N,-73.95591735839844,40.78456878662109,1,14.0,1.0,0.5,4.74,0.0,0.3,20.54
2,2015-08-07 22:36:48,2015-08-07 22:50:27,1,2.02,-73.98635864257811,40.74303817749024,1,N,-74.00448608398438,40.72266006469727,1,10.0,0.5,0.5,3.39,0.0,0.3,14.69
2,2015-08-01 15:46:59,2015-08-01 15:57:59,2,1.14,-73.98757934570312,40.76042556762695,1,N,-73.99365997314453,40.74993133544922,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
2,2015-08-27 21:01:12,2015-08-27 21:09:25,2,1.39,-74.00598907470702,40.74843597412109,1,N,-74.00125885009764,40.73461151123047,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56
2,2015-08-02 09:53:02,2015-08-02 09:57:21,2,1.35,-73.99989318847656,40.73841094970703,1,N,-73.98681640625,40.745281219482415,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
1,2015-08-24 10:45:12,2015-08-24 11:02:12,1,8.3,-73.9459457397461,40.78042984008789,1,N,-73.86428833007811,40.769973754882805,1,24.5,0.0,0.5,6.16,5.54,0.3,37.0
1,2015-08-07 19:23:30,2015-08-07 19:42:20,1,2.2,-73.99349975585938,40.725677490234375,1,N,-73.99234008789062,40.74961853027344,1,13.0,1.0,0.5,2.95,0.0,0.3,17.75
2,2015-08-01 08:12:39,2015-08-01 08:19:36,2,1.62,-73.9714584350586,40.75537490844727,1,N,-73.99105834960938,40.75056076049805,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
2,2015-08-07 15:57:54,2015-08-07 16:01:13,6,0.32,-73.97795104980467,40.752628326416016,1,N,-73.97708892822266,40.75336837768555,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
2,2015-08-15 19:09:06,2015-08-15 19:19:04,4,1.68,-73.98086547851561,40.74195098876953,1,N,-73.98899841308595,40.75862503051758,1,8.5,0.0,0.5,2.79,0.0,0.3,12.09
1,2015-08-20 07:42:29,2015-08-20 07:59:46,1,2.8,-73.993408203125,40.727733612060554,1,N,-73.97107696533203,40.75618362426758,1,14.0,0.0,0.5,2.95,0.0,0.3,17.75
2,2015-08-18 11:26:18,2015-08-18 11:32:22,6,0.92,-73.99703216552734,40.72561264038086,1,N,-73.99205017089844,40.73471832275391,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,2015-08-14 18:31:42,2015-08-14 18:38:43,5,1.33,-73.97940063476561,40.776809692382805,1,N,-73.97570037841797,40.791969299316406,2,7.0,1.0,0.5,0.0,0.0,0.3,8.8
2,2015-08-09 12:43:36,2015-08-09 12:53:34,1,1.78,-73.98457336425781,40.74790954589844,1,N,-74.00755310058594,40.74082946777344,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
1,2015-08-14 18:46:37,2015-08-14 18:49:08,1,0.4,-73.96917724609375,40.75522232055664,1,N,-73.9730453491211,40.7491455078125,1,4.0,1.0,0.5,1.15,0.0,0.3,6.95
1,2015-08-15 22:43:21,2015-08-15 23:08:53,1,5.5,-73.98745727539062,40.74411392211913,1,N,-73.95157623291014,40.78120803833008,1,20.5,0.5,0.5,4.35,0.0,0.3,26.15
