VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2015-08-23 16:54:22,2015-08-23 16:56:54,1,0.47,-73.97744750976561,40.74679565429688,1,N,-73.9750747680664,40.751583099365234,1,4.0,0.0,0.5,0.96,0.0,0.3,5.76
1,2015-08-28 13:19:58,2015-08-28 13:52:27,1,10.6,-73.87306976318358,40.77413177490234,1,N,-73.98887634277344,40.777957916259766,1,33.0,0.0,0.5,7.85,5.54,0.3,47.19
2,2015-08-01 16:04:14,2015-08-01 16:09:53,6,1.05,-73.97212982177734,40.794239044189446,1,N,-73.9640884399414,40.80797958374024,1,6.0,0.0,0.5,1.7,0.0,0.3,8.5
2,2015-08-11 06:18:18,2015-08-11 06:23:52,5,1.04,-73.97452545166014,40.751564025878906,1,N,-73.98664093017578,40.739688873291016,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
2,2015-08-11 19:46:14,2015-08-11 20:11:28,1,8.96,-73.95050811767578,40.77944564819336,1,N,-73.99739837646483,40.68826675415039,2,27.0,1.0,0.5,0.0,0.0,0.3,28.8
1,2015-08-30 12:06:52,2015-08-30 12:09:38,1,0.8,-73.97517395019531,40.750736236572266,1,N,-73.98206329345702,40.74137115478516,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
1,2015-08-15 08:40:59,2015-08-15 08:48:43,1,2.1,-73.98033905029298,40.77571105957031,1,N,-73.97139739990233,40.8004150390625,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
1,2015-08-04 15:10:24,2015-08-04 15:26:32,1,1.8,-73.95611572265625,40.76794052124024,1,N,-73.97528839111328,40.75098419189453,1,11.5,0.0,0.5,2.45,0.0,0.3,14.75
2,2015-08-15 13:58:57,2015-08-15 14:04:38,1,0.94,-73.98930358886719,40.73406600952149,1,N,-73.99362182617188,40.729148864746094,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
2,2015-08-24 18:27:10,2015-08-24 18:41:51,2,5.26,-73.81719207763672,40.703250885009766,5,N,-73.78305053710938,40.64400863647461,2,65.0,0.0,0.0,0.0,0.0,0.3,65.3
2,2015-08-02 04:37:37,2015-08-02 05:11:03,2,19.18,-73.95271301269531,40.74128341674805,5,N,-73.64404296875,40.74835586547852,2,109.0,0.0,0.0,0.0,5.54,0.3,114.84
2,2015-08-26 10:22:48,2015-08-26 10:24:22,1,0.38,-73.98711395263672,40.74508666992188,1,N,-73.99031066894531,40.74052047729492,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3
1,2015-08-10 21:18:02,2015-08-10 21:24:49,1,2.0,-73.9806137084961,40.77993774414063,1,N,-73.95970916748048,40.80093383789063,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
1,2015-08-14 01:14:53,2015-08-14 01:24:28,1,2.4,-73.98937225341797,40.717769622802734,1,N,-73.94571685791014,40.7114143371582,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55
2,2015-08-01 16:39:25,2015-08-01 16:46:54,2,1.49,-73.97869110107422,40.78593444824219,1,N,-73.98919677734375,40.76972198486328,1,7.5,0.0,0.5,1.0,0.0,0.3,9.3
2,2015-08-08 15:12:24,2015-08-08 15:27:27,1,2.67,-73.98059844970702,40.76054382324219,1,N,-73.9804458618164,40.78237915039063,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3
1,2015-08-03 08:45:48,2015-08-03 08:48:42,1,0.4,-73.98455047607422,40.745750427246094,1,N,-73.9914321899414,40.74884033203125,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
1,2015-08-01 16:50:53,2015-08-01 16:59:45,1,1.6,-73.98445892333984,40.72176742553711,1,N,-73.9742660522461,40.737014770507805,1,8.5,0.0,0.5,2.0,0.0,0.3,11.3
2,2015-08-23 21:02:42,2015-08-23 21:09:21,2,1.2,-73.98905181884764,40.72691345214844,1,N,-73.98136901855469,40.74109649658203,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36
1,2015-08-12 10:03:45,2015-08-12 10:19:23,1,2.7,-73.99082183837889,40.76264190673828,1,N,-73.98925018310547,40.73426055908203,1,12.0,0.0,0.5,1.2,0.0,0.3,14.0
2,2015-08-16 14:02:53,2015-08-16 14:07:17,1,0.66,-73.9811019897461,40.7742576599121,1,N,-73.97856903076173,40.782711029052734,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8
2,2015-08-31 12:55:18,2015-08-31 13:17:36,1,4.39,-73.98423767089844,40.75532150268555,1,N,-74.01377105712889,40.714481353759766,2,18.0,0.0,0.5,0.0,0.0,0.3,18.8
1,2015-08-30 15:21:49,2015-08-30 15:23:55,1,0.9,-73.96607971191406,40.762054443359375,1,N,-73.95771026611328,40.77081680297852,1,4.5,0.0,0.5,1.05,0.0,0.3,6.35
1,2015-08-31 08:27:55,2015-08-31 08:37:27,2,0.6,-73.96597290039062,40.75810241699219,1,N,-73.97515869140625,40.75635528564453,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
1,2015-08-17 05:20:36,2015-08-17 05:28:33,1,2.6,-73.97554016113281,40.728633880615234,1,N,-73.98741149902342,40.75526428222656,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
2,2015-08-19 14:57:45,2015-08-19 15:07:30,1,1.43,-73.96080017089844,40.76079940795898,1,N,-73.9622573852539,40.77613830566406,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
1,2015-08-02 16:14:24,2015-08-02 16:14:48,1,0.0,-73.98041534423827,40.73332214355469,1,N,-73.98017883300781,40.733619689941406,2,2.5,0.0,0.5,0.0,0.0,0.3,3.3
1,2015-08-06 21:15:04,2015-08-06 21:22:17,1,2.1,-73.96583557128906,40.75445556640625,1,N,-73.95103454589844,40.77669143676758,1,8.5,0.5,0.5,1.0,0.0,0.3,10.8
2,2015-08-26 11:13:32,2015-08-26 11:32:09,5,1.37,-73.99786376953125,40.756393432617195,1,N,-73.9786376953125,40.755683898925774,1,12.0,0.0,0.5,2.56,0.0,0.3,15.36
1,2015-08-01 23:31:20,2015-08-01 23:35:29,1,0.8,-74.00449371337889,40.72147750854492,1,N,-74.00128173828125,40.7311897277832,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3
2,2015-08-06 09:46:24,2015-08-06 10:00:33,1,6.6,-73.87310791015625,40.77423095703125,1,N,-73.8360824584961,40.78300476074219,1,20.0,0.0,0.5,4.16,0.0,0.3,24.96
1,2015-08-05 09:26:04,2015-08-05 09:44:21,2,2.1,-73.9777603149414,40.75254821777344,1,N,-74.0035629272461,40.749961853027344,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8
2,2015-08-17 12:47:13,2015-08-17 12:59:22,5,1.15,-73.97499084472656,40.755741119384766,1,N,-73.99162292480467,40.75979995727539,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
2,2015-08-31 19:31:48,2015-08-31 19:39:10,1,1.64,-73.96741485595702,40.76171875,1,N,-73.95147705078125,40.78204345703125,1,7.5,1.0,0.5,2.0,0.0,0.3,11.3
2,2015-08-29 17:18:15,2015-08-29 17:38:06,1,2.82,-73.95755767822266,40.7616081237793,1,N,-73.99253845214845,40.74969100952149,1,14.5,0.0,0.5,3.06,0.0,0.3,18.36
1,2015-08-15 10:36:39,2015-08-15 10:41:14,1,0.8,-73.98027801513672,40.76545715332031,1,N,-73.98731231689453,40.75530624389648,1,5.5,0.0,0.5,1.0,0.0,0.3,7.3
1,2015-08-10 18:57:47,2015-08-10 18:57:59,1,0.0,-73.95683288574217,40.78083038330078,1,N,-73.95683288574217,40.78089904785156,1,2.5,1.0,0.5,7.0,0.0,0.3,11.3
1,2015-08-22 12:55:26,2015-08-22 13:00:38,1,1.0,-74.00064849853516,40.731983184814446,1,N,-73.98719787597656,40.733295440673835,1,5.5,0.0,0.5,1.0,0.0,0.3,7.3
2,2015-08-01 16:47:09,2015-08-01 17:12:03,6,8.24,-73.86286163330078,40.768718719482415,1,N,-73.95248413085938,40.80071258544922,2,27.5,0.0,0.5,0.0,5.54,0.3,33.84
1,2015-08-16 17:26:15,2015-08-16 17:26:25,1,0.0,-73.94867706298828,40.797794342041016,2,N,-73.94866943359375,40.79777526855469,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
1,2015-08-19 16:19:39,2015-08-19 16:40:09,1,1.9,-73.98329162597656,40.73414993286133,1,N,-74.00706481933594,40.72721862792969,1,13.5,1.0,0.5,3.06,0.0,0.3,18.36
1,2015-08-21 09:19:27,2015-08-21 09:39:48,1,2.0,-73.98785400390625,40.76061248779297,1,N,-73.98774719238281,40.743106842041016,1,13.5,0.0,0.5,2.85,0.0,0.3,17.15
1,2015-08-27 01:16:36,2015-08-27 01:45:57,1,7.8,-73.97991180419923,40.75563049316406,1,N,-73.98152160644531,40.66707229614258,1,27.0,0.5,0.5,12.0,0.0,0.3,40.3
1,2015-08-22 01:06:49,2015-08-22 01:23:35,3,1.8,-73.99765777587889,40.74126434326172,1,N,-73.99611663818358,40.7203369140625,1,12.0,0.5,0.5,3.32,0.0,0.3,16.62
2,2015-08-10 02:32:16,2015-08-10 02:36:55,1,1.24,-73.97132873535155,40.79431915283203,1,N,-73.95128631591797,40.785919189453125,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
1,2015-08-01 23:49:49,2015-08-01 23:57:39,3,0.9,-73.98991394042967,40.73920440673828,1,N,-74.00377655029298,40.742862701416016,1,7.0,0.5,0.5,0.5,0.0,0.3,8.8
2,2015-08-25 10:04:13,2015-08-25 10:10:27,1,0.76,-73.96941375732422,40.757469177246094,1,N,-73.96260833740233,40.767139434814446,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
2,2015-08-03 17:31:16,2015-08-03 17:46:37,1,1.88,-73.97399139404298,40.7539291381836,1,N,-73.95350646972656,40.767105102539055,1,11.0,1.0,0.5,2.0,0.0,0.3,14.8
1,2015-08-24 09:11:11,2015-08-24 09:14:58,2,0.4,-73.97828674316406,40.75741958618164,1,N,-73.9820785522461,40.75204849243164,1,4.0,0.0,0.5,0.95,0.0,0.3,5.75
2,2015-08-18 19:18:30,2015-08-18 19:24:54,1,1.08,-73.97528076171875,40.75223159790039,1,N,-73.9900665283203,40.751861572265625,1,6.5,1.0,0.5,2.0,0.0,0.3,10.3
2,2015-08-18 20:38:07,2015-08-18 20:43:57,1,1.14,-74.00371551513672,40.741947174072266,1,N,-74.00684356689453,40.73045349121094,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3
1,2015-08-14 09:17:54,2015-08-14 09:23:31,1,0.7,-73.98625183105469,40.734317779541016,1,N,-73.9851837158203,40.741653442382805,1,5.5,0.0,0.5,0.0,0.0,0.3,6.3
1,2015-08-01 17:28:55,2015-08-01 18:01:56,1,7.1,-74.00614166259764,40.73502349853516,1,N,-73.95209503173827,40.80459976196289,1,28.0,0.0,0.5,5.75,0.0,0.3,34.55
2,2015-08-27 00:15:43,2015-08-27 00:28:01,2,3.85,-73.98892974853516,40.666046142578125,1,N,-73.92868041992188,40.66691589355469,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3
1,2015-08-12 13:58:07,2015-08-12 14:02:44,1,0.9,-73.95471954345702,40.76564407348633,1,N,-73.94635009765625,40.77706146240234,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
1,2015-08-25 21:14:23,2015-08-25 21:30:57,1,3.4,-73.9759063720703,40.755741119384766,1,Y,-73.97452545166014,40.79339218139648,1,14.0,0.5,0.5,3.05,0.0,0.3,18.35
2,2015-08-28 03:43:26,2015-08-28 03:55:07,1,3.12,-74.0013198852539,40.739166259765625,1,N,-73.98101806640625,40.76761245727539,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96
2,2015-08-29 10:16:01,2015-08-29 10:23:13,1,1.64,-73.88609313964845,40.77268981933594,1,N,-73.86837005615233,40.76895904541016,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
1,2015-08-13 08:00:59,2015-08-13 08:14:08,1,3.2,-74.00714111328125,40.73566818237305,1,Y,-74.01127624511719,40.7021484375,1,12.5,0.0,0.5,2.65,0.0,0.3,15.95
2,2015-08-20 17:38:08,2015-08-20 17:47:47,1,1.26,-73.97106170654298,40.764286041259766,1,N,-73.95702362060547,40.76637268066406,2,8.0,1.0,0.5,0.0,0.0,0.3,9.8
1,2015-08-02 06:55:18,2015-08-02 07:00:57,1,2.1,-73.9388656616211,40.80196380615234,1,N,-73.96472930908203,40.791816711425774,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2015-08-01 12:16:09,2015-08-01 12:49:26,5,10.06,-73.97824859619139,40.76641082763672,1,N,-73.99897003173827,40.67605972290039,1,33.5,0.0,0.5,9.96,5.54,0.3,49.8
1,2015-08-18 17:40:02,2015-08-18 18:42:56,3,21.2,-73.97958374023438,40.78424453735352,2,N,-73.79014587402342,40.6468620300293,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
2,2015-08-31 17:11:45,2015-08-31 17:32:39,2,4.52,-74.01624298095702,40.71551132202149,1,N,-73.9814453125,40.75948333740234,1,17.5,1.0,0.5,3.86,0.0,0.3,23.16
1,2015-08-27 14:48:07,2015-08-27 14:55:53,1,0.5,-73.97274017333984,40.757976531982415,1,N,-73.9750747680664,40.75284957885742,1,6.0,0.0,0.5,1.7,0.0,0.3,8.5
1,2015-08-24 19:00:52,2015-08-24 19:09:08,1,1.7,-73.96823120117188,40.76192474365234,1,N,-73.97611236572266,40.74178314208984,1,8.0,1.0,0.5,1.96,0.0,0.3,11.76
2,2015-08-27 17:03:35,2015-08-27 17:07:31,1,0.62,-74.00042724609375,40.74251556396485,1,N,-73.99525451660156,40.749557495117195,1,5.0,1.0,0.5,1.0,0.0,0.3,7.8
1,2015-08-01 21:24:22,2015-08-01 21:28:50,1,1.0,-73.97325134277344,40.7926139831543,1,N,-73.96342468261719,40.80120849609375,1,5.5,0.5,0.5,1.7,0.0,0.3,8.5
1,2015-08-05 19:30:44,2015-08-05 19:40:27,1,3.6,-73.9542236328125,40.765979766845696,1,N,-73.98172760009764,40.73113632202149,2,12.5,1.0,0.5,0.0,0.0,0.3,14.3
1,2015-08-28 09:58:32,2015-08-28 10:09:07,1,2.2,-73.96023559570312,40.7662353515625,1,N,-73.98920440673827,40.76300048828125,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35
2,2015-08-01 02:21:45,2015-08-01 02:29:13,1,2.05,-74.0020980834961,40.73957443237305,1,N,-73.99742126464844,40.761333465576165,1,8.5,0.5,0.5,1.3,0.0,0.3,11.1
1,2015-08-16 13:41:04,2015-08-16 13:52:48,1,3.4,-73.987548828125,40.750247955322266,1,N,-73.95525360107422,40.78783416748047,1,12.0,0.0,0.5,1.5,0.0,0.3,14.3
1,2015-08-27 14:25:49,2015-08-27 15:01:06,1,5.4,-73.9769515991211,40.758975982666016,1,N,-74.01426696777344,40.7097053527832,1,25.0,0.0,0.5,5.16,0.0,0.3,30.96
2,2015-08-25 20:48:17,2015-08-25 20:51:56,1,0.46,-73.98175048828125,40.743770599365234,1,N,-73.98789978027342,40.74388885498047,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
1,2015-08-18 13:31:29,2015-08-18 13:47:26,1,1.6,-74.00716400146483,40.727638244628906,1,N,-73.99258422851561,40.73969268798828,1,11.0,0.0,0.5,1.0,0.0,0.3,12.8
2,2015-08-31 13:20:52,2015-08-31 14:06:30,1,18.23,-73.78963470458984,40.64672470092773,2,N,-74.00787353515625,40.74030303955078,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
2,2015-08-24 09:48:28,2015-08-24 09:59:16,3,1.37,-73.96727752685547,40.76918029785156,1,N,-73.96533203125,40.755077362060554,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3
1,2015-08-01 09:00:26,2015-08-01 09:14:42,1,2.4,-73.9722900390625,40.74557113647461,1,N,-74.00608825683594,40.74373245239258,1,11.5,0.0,0.5,1.0,0.0,0.3,13.3
2,2015-08-22 09:50:35,2015-08-22 10:25:16,5,12.84,-73.99370574951173,40.73264694213867,1,N,-73.86206817626953,40.76726150512695,1,39.0,0.0,0.5,7.96,0.0,0.3,47.76
1,2015-08-04 22:51:26,2015-08-04 23:07:23,1,3.5,-73.99232482910156,40.72478485107422,1,N,-73.99561309814453,40.76373291015625,1,14.0,0.5,0.5,3.8,0.0,0.3,19.1
1,2015-08-20 11:58:23,2015-08-20 12:20:59,1,6.4,-73.98833465576173,40.74114608764648,1,N,-73.95437622070312,40.79993438720703,1,21.5,0.0,0.5,4.0,0.0,0.3,26.3
1,2015-08-13 10:25:51,2015-08-13 10:38:15,1,0.9,-73.97431945800781,40.76042556762695,1,N,-73.97972106933594,40.749290466308594,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
2,2015-08-23 12:55:52,2015-08-23 13:01:59,1,0.93,-73.9773178100586,40.75891876220703,1,N,-73.98712158203125,40.75030899047852,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
2,2015-08-23 04:59:53,2015-08-23 05:08:26,3,1.78,-73.98732757568358,40.74877166748047,1,N,-73.98872375488281,40.76361846923828,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
2,2015-08-21 15:33:01,2015-08-21 15:49:54,2,1.67,-73.97515869140625,40.74137878417969,1,N,-73.98773193359375,40.75523376464844,1,11.5,0.0,0.5,2.0,0.0,0.3,14.3
2,2015-08-31 03:54:54,2015-08-31 03:57:18,1,0.52,-73.97242736816406,40.762519836425774,1,N,-73.96475219726561,40.76094818115234,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
2,2015-08-18 23:00:53,2015-08-18 23:24:49,6,6.5,-73.97264862060547,40.754981994628906,1,N,-73.90300750732422,40.819915771484375,1,22.5,0.5,0.5,5.95,0.0,0.3,29.75
2,2015-08-28 07:46:00,2015-08-28 08:12:19,1,4.4,-73.97020721435547,40.79951858520508,1,N,-73.97563934326173,40.75104141235352,1,20.0,0.0,0.5,3.0,0.0,0.3,23.8
1,2015-08-29 21:37:30,2015-08-29 21:50:39,3,2.8,-73.98918914794923,40.74121856689453,1,N,-74.00711059570312,40.70767211914063,1,11.5,0.5,0.5,1.0,0.0,0.3,13.8
2,2015-08-27 11:34:05,2015-08-27 11:44:21,2,1.44,-73.99524688720702,40.7251205444336,1,N,-73.99524688720702,40.7251205444336,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
1,2015-08-30 19:27:08,2015-08-30 19:38:13,1,3.2,-73.98609924316406,40.72652816772461,1,N,-73.95653533935547,40.766986846923835,1,11.5,0.0,0.5,2.0,0.0,0.3,14.3
2,2015-08-21 09:12:44,2015-08-21 09:17:50,1,0.7,-74.00986480712889,40.720413208007805,1,N,-74.0167236328125,40.71621322631836,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
2,2015-08-28 13:31:34,2015-08-28 13:42:16,1,0.98,-73.98827362060547,40.7483787536621,1,N,-73.97470855712889,40.74206161499024,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
1,2015-08-16 08:38:41,2015-08-16 08:45:41,4,2.2,-73.86290740966798,40.76869201660156,1,N,-73.88526916503906,40.77267837524414,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
2,2015-08-05 21:28:36,2015-08-05 21:43:22,1,1.49,-74.00924682617188,40.72523880004882,1,N,-73.98947143554686,40.716217041015625,1,10.5,0.5,0.5,2.0,0.0,0.3,13.8
2,2015-08-19 08:16:22,2015-08-19 08:29:27,2,2.06,-73.9912567138672,40.75046920776367,1,N,-73.9947509765625,40.72628021240234,2,10.5,0.0,0.5,0.0,0.0,0.3,11.3
2,2015-08-06 04:19:40,2015-08-06 04:35:17,1,5.33,-73.99012756347656,40.71950912475586,1,N,-73.94084167480467,40.74774932861328,1,17.0,0.5,0.5,1.0,0.0,0.3,19.3
2,2015-08-17 22:55:46,2015-08-17 23:13:29,1,8.7,-73.87448120117188,40.77402114868164,1,N,-73.96639251708984,40.691719055175774,2,26.0,0.5,0.5,0.0,0.0,0.3,27.3
2,2015-08-27 11:39:12,2015-08-27 11:43:46,1,0.56,-73.9623031616211,40.767948150634766,1,N,-73.9676513671875,40.76261138916016,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,2015-08-10 22:52:30,2015-08-10 23:00:56,1,1.4,-74.00631713867188,40.73941040039063,1,N,-74.00877380371092,40.74647521972656,1,7.5,0.5,0.5,0.0,0.0,0.3,8.8
1,2015-08-20 15:40:14,2015-08-20 15:51:53,1,1.8,-73.9674530029297,40.76316833496094,1,N,-73.95579528808595,40.78204727172852,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35
